"MATCHES","INNINGS","NOT OUT","RUNS","HIGHEST RUNS","AVG","SR","30S","50S","100S","4S","6S","DUCKS","WON","LOSS"
"44","40","13","670","102*","24.81","147.25","3","2","1","52","42","4","30","13"
