"Matches","Innings","Overs","Maidens","Wickets","Runs","Best Bowling","3 Wickets","5 Wickets","Economy","SR","Avg","Wides","NoBalls","Dot Balls","4s","6s"
"44","29","47.1","0","16","406","3/1","1","0","8.61","17.69","25.38","18","6","117","27","18"
